108960,51,תל אביב ,5000,תל אביב - יפו ,101 ,רדינג ,official ,101
109252,51,תל אביב ,5000,תל אביב - יפו ,9703 ,אופיר ש ,synonym of 218 ,218
109253,51,תל אביב ,5000,תל אביב - יפו ,219 ,אוגרית ,official ,219
109254,51,תל אביב ,5000,תל אביב - יפו ,220 ,שורר חיים ,official ,220
109255,51,תל אביב ,5000,תל אביב - יפו ,9704 ,שורר ,synonym of 220 ,220
109256,51,תל אביב ,5000,תל אביב - יפו ,221 ,הרבסט קרול ,official ,221
109257,51,תל אביב ,5000,תל אביב - יפו ,9705 ,קרול הרבסט ,synonym of 221 ,221
109258,51,תל אביב ,5000,תל אביב - יפו ,9706 ,הרבסט קרל ,synonym of 221 ,221
109259,51,תל אביב ,5000,תל אביב - יפו ,9707 ,הרבסט ,synonym of 221 ,221
109260,51,תל אביב ,5000,תל אביב - יפו ,222 ,קפריסין ,official ,222
109261,51,תל אביב ,5000,תל אביב - יפו ,9708 ,רח 817 ב אד ,synonym of 222 ,222
109262,51,תל אביב ,5000,תל אביב - יפו ,9709 ,רח 817 ,synonym of 222 ,222
109263,51,תל אביב ,5000,תל אביב - יפו ,223 ,עמרי ,official ,223
109264,51,תל אביב ,5000,תל אביב - יפו ,9710 ,עומרי ,synonym of 223 ,223
109265,51,תל אביב ,5000,תל אביב - יפו ,224 ,בית חורון ,official ,224
109266,51,תל אביב ,5000,תל אביב - יפו ,9711 ,בית חורין ,synonym of 224 ,224
109267,51,תל אביב ,5000,תל אביב - יפו ,225 ,בני אפרים ,official ,225
109268,51,תל אביב ,5000,תל אביב - יפו ,9712 ,בני אפרים שדרות ,synonym of 225 ,225
109269,51,תל אביב ,5000,תל אביב - יפו ,9713 ,שד בני אפרים ,synonym of 225 ,225
109270,51,תל אביב ,5000,תל אביב - יפו ,9714 ,בן אפרים ,synonym of 225 ,225
109271,51,תל אביב ,5000,תל אביב - יפו ,9715 ,בני אפריים ,synonym of 225 ,225
109272,51,תל אביב ,5000,תל אביב - יפו ,9716 ,בני אפרים שד ,synonym of 225 ,225
109273,51,תל אביב ,5000,תל אביב - יפו ,9717 ,שדרות בני אפרים ,synonym of 225 ,225
109274,51,תל אביב ,5000,תל אביב - יפו ,226 ,וייז ג'ורג' ,official ,226
109275,51,תל אביב ,5000,תל אביב - יפו ,9718 ,וייז גורג ,synonym of 226 ,226
109276,51,תל אביב ,5000,תל אביב - יפו ,9719 ,וייז ,synonym of 226 ,226
109277,51,תל אביב ,5000,תל אביב - יפו ,9720 ,ג'ורג' וייז ,synonym of 226 ,226
109278,51,תל אביב ,5000,תל אביב - יפו ,9721 ,גורג וייז ,synonym of 226 ,226
109279,51,תל אביב ,5000,תל אביב - יפו ,9722 ,בני ישראל ,synonym of 226 ,226
109280,51,תל אביב ,5000,תל אביב - יפו ,227 ,קהילת יאסי ,official ,227
109281,51,תל אביב ,5000,תל אביב - יפו ,9723 ,קהלת יאסי ,synonym of 227 ,227
109282,51,תל אביב ,5000,תל אביב - יפו ,9724 ,קהילת יוסף ,synonym of 227 ,227
109283,51,תל אביב ,5000,תל אביב - יפו ,228 ,יד המעביר ,official ,228
109284,51,תל אביב ,5000,תל אביב - יפו ,9725 ,עמדר יד מעב ,synonym of 228 ,228
109285,51,תל אביב ,5000,תל אביב - יפו ,9726 ,עמדר י מעבי ,synonym of 228 ,228
109286,51,תל אביב ,5000,תל אביב - יפו ,9727 ,יד המע אקדמ ,synonym of 228 ,228
109287,51,תל אביב ,5000,תל אביב - יפו ,9728 ,עמידר המעבי ,synonym of 228 ,228
109288,51,תל אביב ,5000,תל אביב - יפו ,9729 ,המעביר ש ,synonym of 228 ,228
109289,51,תל אביב ,5000,תל אביב - יפו ,9730 ,יד המעביר ש ,synonym of 228 ,228
109290,51,תל אביב ,5000,תל אביב - יפו ,9731 ,המעביר ,synonym of 228 ,228
109291,51,תל אביב ,5000,תל אביב - יפו ,9732 ,יד המעביר עמידר ,synonym of 228 ,228
109292,51,תל אביב ,5000,תל אביב - יפו ,229 ,קהילת בודפסט ,official ,229
109293,51,תל אביב ,5000,תל אביב - יפו ,9733 ,קהלת בודפשט ,synonym of 229 ,229
109294,51,תל אביב ,5000,תל אביב - יפו ,9734 ,קהלת בודפסט ,synonym of 229 ,229
109295,51,תל אביב ,5000,תל אביב - יפו ,9735 ,קהילת בודפשט ,synonym of 229 ,229
109296,51,תל אביב ,5000,תל אביב - יפו ,230 ,קהילת ורשה ,official ,230
109297,51,תל אביב ,5000,תל אביב - יפו ,9736 ,קהלת ורשה ,synonym of 230 ,230
109298,51,תל אביב ,5000,תל אביב - יפו ,9737 ,קהלת ורשא ,synonym of 230 ,230
109299,51,תל אביב ,5000,תל אביב - יפו ,9738 ,וורשה ,synonym of 230 ,230
109300,51,תל אביב ,5000,תל אביב - יפו ,9739 ,קהלת וורשה ,synonym of 230 ,230
109301,51,תל אביב ,5000,תל אביב - יפו ,231 ,קהילת אודסה ,official ,231
109302,51,תל אביב ,5000,תל אביב - יפו ,9740 ,קהלת אודסה ,synonym of 231 ,231
109303,51,תל אביב ,5000,תל אביב - יפו ,9741 ,קרית חמד ,synonym of 231 ,231
109304,51,תל אביב ,5000,תל אביב - יפו ,9742 ,קהלת אודיסה ,synonym of 231 ,231
109305,51,תל אביב ,5000,תל אביב - יפו ,232 ,קהילת קישינוב ,official ,232
109306,51,תל אביב ,5000,תל אביב - יפו ,9743 ,קהלת קשינוב ,synonym of 232 ,232
109307,51,תל אביב ,5000,תל אביב - יפו ,9744 ,קהילת קשינב ,synonym of 232 ,232
109308,51,תל אביב ,5000,תל אביב - יפו ,233 ,קהילת טשרנוביץ ,official ,233
109309,51,תל אביב ,5000,תל אביב - יפו ,9745 ,קהלת טשרנובץ ,synonym of 233 ,233
109310,51,תל אביב ,5000,תל אביב - יפו ,9746 ,קהלת טשרנוביץ ,synonym of 233 ,233
109311,51,תל אביב ,5000,תל אביב - יפו ,234 ,בריג אמיל ,official ,234
109312,51,תל אביב ,5000,תל אביב - יפו ,9747 ,רח 1320 ,synonym of 234 ,234
109313,51,תל אביב ,5000,תל אביב - יפו ,9748 ,אמיל בריג ,synonym of 234 ,234
109314,51,תל אביב ,5000,תל אביב - יפו ,9749 ,בריג ,synonym of 234 ,234
109315,51,תל אביב ,5000,תל אביב - יפו ,235 ,קהילת לודג' ,official ,235
109316,51,תל אביב ,5000,תל אביב - יפו ,9750 ,קהילת לודג ,synonym of 235 ,235
109317,51,תל אביב ,5000,תל אביב - יפו ,9751 ,קהלת לודז ,synonym of 235 ,235
109318,51,תל אביב ,5000,תל אביב - יפו ,9752 ,קהילת לודז' ,synonym of 235 ,235
109319,51,תל אביב ,5000,תל אביב - יפו ,9753 ,קהלת לודג ,synonym of 235 ,235
109320,51,תל אביב ,5000,תל אביב - יפו ,9754 ,ק לודז ,synonym of 235 ,235
109321,51,תל אביב ,5000,תל אביב - יפו ,9755 ,קהילת לודז ,synonym of 235 ,235
109322,51,תל אביב ,5000,תל אביב - יפו ,236 ,הדר יוסף ,official ,236
109323,51,תל אביב ,5000,תל אביב - יפו ,9756 ,עמידר הדר י ,synonym of 236 ,236
109324,51,תל אביב ,5000,תל אביב - יפו ,9757 ,הדר יוסף ב ,synonym of 236 ,236
109325,51,תל אביב ,5000,תל אביב - יפו ,237 ,בן זבארה ,official ,237
109326,51,תל אביב ,5000,תל אביב - יפו ,9758 ,זבארה ,synonym of 237 ,237
109327,51,תל אביב ,5000,תל אביב - יפו ,238 ,ברכיהו הנקדן ,official ,238
109328,51,תל אביב ,5000,תל אביב - יפו ,9759 ,הנקדן ,synonym of 238 ,238
109329,51,תל אביב ,5000,תל אביב - יפו ,9760 ,ברכיה הנקדן ,synonym of 238 ,238
109330,51,תל אביב ,5000,תל אביב - יפו ,239 ,זכות משה ,official ,239
109331,51,תל אביב ,5000,תל אביב - יפו ,9761 ,זכות ,synonym of 239 ,239
109332,51,תל אביב ,5000,תל אביב - יפו ,240 ,סומו יהודה ,official ,240
109333,51,תל אביב ,5000,תל אביב - יפו ,241 ,יוסף האפרתי ,official ,241
109334,51,תל אביב ,5000,תל אביב - יפו ,9762 ,האפרתי ,synonym of 241 ,241
109335,51,תל אביב ,5000,תל אביב - יפו ,9763 ,אפרתי ,synonym of 241 ,241
109336,51,תל אביב ,5000,תל אביב - יפו ,9764 ,האפרתי יוסף ,synonym of 241 ,241
109337,51,תל אביב ,5000,תל אביב - יפו ,242 ,חופשי דוד ,official ,242
109338,51,תל אביב ,5000,תל אביב - יפו ,9765 ,חפשי דוד ,synonym of 242 ,242
109339,51,תל אביב ,5000,תל אביב - יפו ,9766 ,דוד חופשי ,synonym of 242 ,242
109340,51,תל אביב ,5000,תל אביב - יפו ,243 ,רח 975 ,official ,243
109341,51,תל אביב ,5000,תל אביב - יפו ,244 ,קהילת לבוב ,official ,244
109342,51,תל אביב ,5000,תל אביב - יפו ,9767 ,קהלת לבוב ,synonym of 244 ,244
109343,51,תל אביב ,5000,תל אביב - יפו ,9768 ,רח 822 ,synonym of 244 ,244
109344,51,תל אביב ,5000,תל אביב - יפו ,9769 ,קהילת לוב ,synonym of 244 ,244
109345,51,תל אביב ,5000,תל אביב - יפו ,245 ,קהילת קרקוב ,official ,245
109346,51,תל אביב ,5000,תל אביב - יפו ,9770 ,קהלת קרקוב ,synonym of 245 ,245
109347,51,תל אביב ,5000,תל אביב - יפו ,9771 ,קהלת קראקוב ,synonym of 245 ,245
109348,51,תל אביב ,5000,תל אביב - יפו ,9772 ,קהילת קראקוב ,synonym of 245 ,245
109349,51,תל אביב ,5000,תל אביב - יפו ,246 ,קהילת ביאליסטוק ,official ,246
109350,51,תל אביב ,5000,תל אביב - יפו ,9773 ,קהלת ביאלוסט ,synonym of 246 ,246
109351,51,תל אביב ,5000,תל אביב - יפו ,9774 ,קהלת ביאלסטוק ,synonym of 246 ,246
109352,51,תל אביב ,5000,תל אביב - יפו ,9775 ,קהלת ביאליסטוק ,synonym of 246 ,246
109353,51,תל אביב ,5000,תל אביב - יפו ,9776 ,קהלת ביאלסטו ,synonym of 246 ,246
109354,51,תל אביב ,5000,תל אביב - יפו ,9777 ,ביאליסטוק ,synonym of 246 ,246
109355,51,תל אביב ,5000,תל אביב - יפו ,9778 ,קהלת ביאליסט ,synonym of 246 ,246
109356,51,תל אביב ,5000,תל אביב - יפו ,247 ,קהילת בריסק ,official ,247
109357,51,תל אביב ,5000,תל אביב - יפו ,9779 ,קהלת פינסק ,synonym of 247 ,247
109358,51,תל אביב ,5000,תל אביב - יפו ,9780 ,קהלת בריסק ,synonym of 247 ,247
109359,51,תל אביב ,5000,תל אביב - יפו ,248 ,קדושי השואה ,official ,248
109360,51,תל אביב ,5000,תל אביב - יפו ,249 ,מבצע קדש ,official ,249
109361,51,תל אביב ,5000,תל אביב - יפו ,9781 ,קדש ,synonym of 249 ,249
109362,51,תל אביב ,5000,תל אביב - יפו ,250 ,זהרה לביטוב ,official ,250
109363,51,תל אביב ,5000,תל אביב - יפו ,9782 ,לביטוב זהרה ,synonym of 250 ,250
109364,51,תל אביב ,5000,תל אביב - יפו ,251 ,קהילת ונציה ,official ,251
109365,51,תל אביב ,5000,תל אביב - יפו ,9783 ,קהלת ונציה ,synonym of 251 ,251
109366,51,תל אביב ,5000,תל אביב - יפו ,9784 ,קהלת וינציא ,synonym of 251 ,251
109367,51,תל אביב ,5000,תל אביב - יפו ,252 ,קהילת סאלוניקי ,official ,252
109368,51,תל אביב ,5000,תל אביב - יפו ,9785 ,סלוניקי ,synonym of 252 ,252
109369,51,תל אביב ,5000,תל אביב - יפו ,9786 ,קהלת סלוניקי ,synonym of 252 ,252
109370,51,תל אביב ,5000,תל אביב - יפו ,9787 ,קהלת סאלוניקי ,synonym of 252 ,252
109371,51,תל אביב ,5000,תל אביב - יפו ,9788 ,נתיב התניא ,synonym of 252 ,252
109372,51,תל אביב ,5000,תל אביב - יפו ,253 ,קהילת ריגא ,official ,253
109373,51,תל אביב ,5000,תל אביב - יפו ,9789 ,קהלת רוגא ,synonym of 253 ,253
109374,51,תל אביב ,5000,תל אביב - יפו ,9790 ,קהלת ריגה ,synonym of 253 ,253
109375,51,תל אביב ,5000,תל אביב - יפו ,9791 ,קהלת רוגה ,synonym of 253 ,253
109376,51,תל אביב ,5000,תל אביב - יפו ,9792 ,קהלת ריגא ,synonym of 253 ,253
109377,51,תל אביב ,5000,תל אביב - יפו ,9793 ,קהילת ריגה ,synonym of 253 ,253
109378,51,תל אביב ,5000,תל אביב - יפו ,254 ,קהילת ז'יטומיר ,official ,254
109379,51,תל אביב ,5000,תל אביב - יפו ,9794 ,קהלת זיטומיר ,synonym of 254 ,254
109380,51,תל אביב ,5000,תל אביב - יפו ,255 ,קהילת פאדובה ,official ,255
109381,51,תל אביב ,5000,תל אביב - יפו ,9795 ,קהילת פדובה ,synonym of 255 ,255
109382,51,תל אביב ,5000,תל אביב - יפו ,9796 ,קהלת פדובה ,synonym of 255 ,255
109383,51,תל אביב ,5000,תל אביב - יפו ,9797 ,קהלת פאדובה ,synonym of 255 ,255
109384,51,תל אביב ,5000,תל אביב - יפו ,9798 ,קהלת פדואה ,synonym of 255 ,255
109385,51,תל אביב ,5000,תל אביב - יפו ,9799 ,קהילת פדואה ,synonym of 255 ,255
109386,51,תל אביב ,5000,תל אביב - יפו ,9800 ,קהלת פאדואה ,synonym of 255 ,255
109387,51,תל אביב ,5000,תל אביב - יפו ,256 ,קהילת פוזנא ,official ,256
109388,51,תל אביב ,5000,תל אביב - יפו ,9801 ,קהלת פוזנא ,synonym of 256 ,256
109389,51,תל אביב ,5000,תל אביב - יפו ,9802 ,קהילת פוזנה ,synonym of 256 ,256
109390,51,תל אביב ,5000,תל אביב - יפו ,257 ,קהילת קובנה ,official ,257
109391,51,תל אביב ,5000,תל אביב - יפו ,9803 ,קהלת קובנה ,synonym of 257 ,257
109392,51,תל אביב ,5000,תל אביב - יפו ,258 ,קהילת קיוב ,official ,258
109393,51,תל אביב ,5000,תל אביב - יפו ,9804 ,קהלת קיוב ,synonym of 258 ,258
109394,51,תל אביב ,5000,תל אביב - יפו ,262 ,חצור ,official ,262
109395,51,תל אביב ,5000,תל אביב - יפו ,9805 ,רח 1014 ,synonym of 262 ,262
109396,51,תל אביב ,5000,תל אביב - יפו ,9806 ,רח 855 ,synonym of 262 ,262
109397,51,תל אביב ,5000,תל אביב - יפו ,263 ,קדש ברנע ,official ,263
109398,51,תל אביב ,5000,תל אביב - יפו ,9807 ,רח 817 ב אבג ,synonym of 263 ,263
109399,51,תל אביב ,5000,תל אביב - יפו ,264 ,שניר ,official ,264
109400,51,תל אביב ,5000,תל אביב - יפו ,265 ,קרן קיימת לישראל ,official ,265
109401,51,תל אביב ,5000,תל אביב - יפו ,9808 ,רשפון ,synonym of 265 ,265
109402,51,תל אביב ,5000,תל אביב - יפו ,9809 ,קרן קימת שד ,synonym of 265 ,265
109403,51,תל אביב ,5000,תל אביב - יפו ,9810 ,קרן קימת שדרות ,synonym of 265 ,265
109404,51,תל אביב ,5000,תל אביב - יפו ,9811 ,קרן קיימת ,synonym of 265 ,265
109405,51,תל אביב ,5000,תל אביב - יפו ,9812 ,שד קקל ,synonym of 265 ,265
109406,51,תל אביב ,5000,תל אביב - יפו ,9813 ,שד קרן קימת ,synonym of 265 ,265
109407,51,תל אביב ,5000,תל אביב - יפו ,9814 ,שדרות קרן קימת ,synonym of 265 ,265
109408,51,תל אביב ,5000,תל אביב - יפו ,9815 ,קרן קימת ,synonym of 265 ,265
109409,51,תל אביב ,5000,תל אביב - יפו ,9816 ,קקל ,synonym of 265 ,265
109410,51,תל אביב ,5000,תל אביב - יפו ,266 ,אש שלום ,official ,266
109411,51,תל אביב ,5000,תל אביב - יפו ,9817 ,ש אש ,synonym of 266 ,266
109412,51,תל אביב ,5000,תל אביב - יפו ,9818 ,שלום אש ,synonym of 266 ,266
109413,51,תל אביב ,5000,תל אביב - יפו ,9819 ,אש ,synonym of 266 ,266
109414,51,תל אביב ,5000,תל אביב - יפו ,267 ,גולדברג לאה ,official ,267
109415,51,תל אביב ,5000,תל אביב - יפו ,9820 ,רח 2126 ,synonym of 267 ,267
109416,51,תל אביב ,5000,תל אביב - יפו ,9821 ,לאה גולדברג ,synonym of 267 ,267
109417,51,תל אביב ,5000,תל אביב - יפו ,9822 ,לאה ,synonym of 267 ,267
109418,51,תל אביב ,5000,תל אביב - יפו ,268 ,אנכי ,official ,268
109419,51,תל אביב ,5000,תל אביב - יפו ,9823 ,ז י אנכי ,synonym of 268 ,268
109420,51,תל אביב ,5000,תל אביב - יפו ,9824 ,אנכי ז י ,synonym of 268 ,268
109421,51,תל אביב ,5000,תל אביב - יפו ,269 ,אלתרמן נתן ,official ,269
109422,51,תל אביב ,5000,תל אביב - יפו ,9825 ,עיר היונה ,synonym of 269 ,269
109423,51,תל אביב ,5000,תל אביב - יפו ,9826 ,נתן אלתרמן ,synonym of 269 ,269
109424,51,תל אביב ,5000,תל אביב - יפו ,9827 ,אלתרמן ,synonym of 269 ,269
109425,51,תל אביב ,5000,תל אביב - יפו ,270 ,המאירי אביגדור ,official ,270
109426,51,תל אביב ,5000,תל אביב - יפו ,9828 ,המאירי ,synonym of 270 ,270
109427,51,תל אביב ,5000,תל אביב - יפו ,9829 ,אביגדור המאירי ,synonym of 270 ,270
109428,51,תל אביב ,5000,תל אביב - יפו ,271 ,האוזנר דב ,official ,271
109429,51,תל אביב ,5000,תל אביב - יפו ,9830 ,הויזנר ,synonym of 271 ,271
